Reference,Invoice,External Reference,Create Date,Validated Date,Amount Usd,Fee amount USD,Local Amount,Local Fee Amount,Local VAT,Local Original Amount,Local Currency,Exchange Rate,Country,User account,EXTRAE,Payment Method,Payment Method Name,Payment Method Type,Status,FechaMin,DiasDesdeFechaMin,CohortGroup,CohortPeriod,Pais,Plan,Duracion,ID
T-57873-998d7657-a6ed-40f0-803a-58245e1be531,CO-P1-12-862373,86027,2022-11-15 22:44:08,0,79.17,4.59,408000.0,23664.0,0.0,0.0,COP,5153.508,CO,f476d6f9-fca2-4b58-86e8-30f969826f7e,1-12,MD,MasterCard Debit,DEBIT_CARD,REJECTED,2022-11-15 22:44:08,0,0,0,CO,P1,12.0,862373
T-57873-7a2db022-8a68-40a4-844e-e94642194c03,CO-P1-12-777489,314406675,2022-11-16 04:48:41,0,79.17,4.59,408000.0,23664.0,0.0,0.0,COP,5153.508,CO,607aeac9-4952-4d0f-a747-964cc04cfa4a,1-12,VD,Visa Debit,DEBIT_CARD,REJECTED,2022-11-16 04:48:41,0,0,0,CO,P1,12.0,777489
REF-57873-d96f0e0d-f184-48f2-b373-2253f8eaa22a,CO-P1-12-603896,0,2022-11-17 16:38:21,2022-11-17 16:45:04,79.17,1.0,408000.0,0.0,0.0,0.0,COP,0.0,CO,0,1-12,VI,Visa,CREDIT_CARD,REFUNDED,2022-11-17 16:38:21,0,0,0,CO,P1,12.0,603896
REF-57873-ad37d4f1-8000-4a3e-b968-bfa755332154,CO-P1-12-498804,0,2022-11-17 16:39:50,2022-11-17 16:45:07,79.17,1.0,408000.0,0.0,0.0,0.0,COP,0.0,CO,0,1-12,VI,Visa,CREDIT_CARD,REFUNDED,2022-11-17 16:39:50,0,0,0,CO,P1,12.0,498804
T-57873-8adcb73c-877b-463b-8261-9c427de29aaf,CO-P1-12-294641,44374,2022-11-18 02:42:42,2022-11-18 02:42:42,77.0,4.47,408000.0,23664.0,0.0,0.0,COP,5298.6644,CO,eed295c2-82dd-4ac0-8885-9e465e6f9c8e,1-12,MC,Mastercard,CREDIT_CARD,PAID,2022-11-18 02:42:42,0,0,0,CO,P1,12.0,294641
T-57873-38c6ae31-728c-4c83-941e-571f3cdffe75,CO-P1-12-660519,218635034,2023-01-21 23:13:19,2023-01-21 23:13:19,83.83,4.86,408000.0,23664.0,0.0,0.0,COP,4867.096,CO,a4ece1c3-8a3d-4b6b-91a2-93194d92a7ec,1-12,NO ESTABA,NO ESTABA,VI,Visa,2023-01-21 23:13:19,0,0,0,CO,P1,12.0,660519
T-57873-1291d3c3-da5c-4c87-830a-de80af793553,CO-P1-12-463243,218897440,2023-01-23 16:02:38,2023-01-23 16:02:38,84.22,4.88,408000.0,23664.0,0.0,0.0,COP,4844.6134,CO,64dbc6e1-3a74-4c40-80d8-143ff0433d07,1-12,NO ESTABA,NO ESTABA,VI,Visa,2023-01-23 16:02:38,0,0,0,CO,P1,12.0,463243
T-57873-26a9fc0e-94b3-417c-a46b-619c73aefd90,CO-P1-12-776571,0,2023-02-17 03:43:39,0,78.07,4.53,408000.0,23664.0,0.0,0.0,COP,5225.948,CO,ec6f8a40-2ea1-11ec-8f1d-db5aafe3697e,1-12,NO ESTABA NOV,NO ESTABA DIC,NO ESTABA ENE,VD,2023-02-17 03:43:39,0,0,0,CO,P1,12.0,776571
T-57873-d002ff9a-14aa-406b-92a3-e69a2c9d566b,CO-P1-12-106703,0,2023-02-18 01:17:00,0,78.34,4.54,408000.0,23664.0,0.0,0.0,COP,5208.172,CO,039648ce-9fa8-47af-afc9-0e142f9ebc18,1-12,NO ESTABA NOV,NO ESTABA DIC,NO ESTABA ENE,VI,2023-02-18 01:17:00,0,0,0,CO,P1,12.0,106703
T-57873-82ad82df-0e44-4710-a6b3-7c2a8cae5696,CO-P1-12-704190,0,2023-02-18 01:17:19,0,78.34,4.54,408000.0,23664.0,0.0,0.0,COP,5208.172,CO,039648ce-9fa8-47af-afc9-0e142f9ebc18,1-12,NO ESTABA NOV,NO ESTABA DIC,NO ESTABA ENE,VI,2023-02-18 01:17:19,0,0,0,CO,P1,12.0,704190
T-57873-0e12c1f8-c000-44ea-93bc-26932d15ab90,CO-P1-12-951841,850028,2023-02-20 21:45:41,2023-02-20 21:45:41,78.28,4.54,408000.0,23664.0,0.0,0.0,COP,5211.882,CO,7867adbb-204c-450e-8e54-8645d957eb0b,1-12,NO ESTABA NOV,NO ESTABA DIC,NO ESTABA ENE,MD,2023-02-20 21:45:41,0,0,0,CO,P1,12.0,951841
T-57873-b8134307-a392-48e4-a7fb-c53c057daa5f,CO-P1-12-385672,911613,2023-02-24 02:18:10,2023-02-24 2:18:09,79.15,4.59,408000.0,23664.0,0.0,0.0,COP,5154.886,CO,2a80d072-af4c-4df1-858d-3ce2b18de4a4,1-12,NO ESTABA NOV,NO ESTABA DIC,NO ESTABA ENE,MD,2023-02-24 02:18:10,0,0,0,CO,P1,12.0,385672
